adme_flags,chembl_id,compound_type,created_at,first_approval,hba,hbd,id,inchikey,indication_class,logp,max_phase,modality,molecular_weight,molecule_type,name,pchembl_value,pref_name,psa,ro5_violations,selectivity_profile,series_id,smiles,synonyms,trade_names,updated_at,withdrawn_flag
,CHEMBL494480,Small molecule,2026-04-21 13:16:14.844789+00:00,,,,CHEMBL494480,OPIKUXLJQFYMSC-UHFFFAOYSA-N,,,2,,,,ADL-5859,,ADL-5859,,,,,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,"[""Adl-5859""]",[],2026-04-21 13:16:14.844789+00:00,False
,CHEMBL1201047,Small molecule,2026-04-21 13:16:24.605730+00:00,1982,,,CHEMBL1201047,UDUQHZSAAWGSPJ-UHFFFAOYSA-N,,,4,small_molecule,,,ANILERIDINE HYDROCHLORIDE,,ANILERIDINE HYDROCHLORIDE,,,,,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl,"[""Aldine"",""Anileridine dihydrochloride"",""Anileridine dihydrochloride"",""Anileridine hcl"",""Anileridine hydrochloride"",""Anileridine hydrochloride cii"",""Apodol"",""Leritine"",""Leritine dihydrochloride""]","[""Leritine""]",2026-04-21 13:16:24.605730+00:00,False
,CHEMBL3989680,Small molecule,2026-04-21 13:16:09.646035+00:00,,,,CHEMBL3989680,LQJLLAOISDVBJM-UHFFFAOYSA-N,,,2,,,,AXOMADOL,,AXOMADOL,,,,,COc1cccc(C2(O)CC(O)CCC2CN(C)C)c1,"[""Axomadol"",""Axomadol"",""Axomadol"",""BN110 BASE"",""BN-110 FREE BASE"",""BN110 FREE BASE"",""En3324"",""GRT0151Y"",""GRT151 Base"",""GRT-151 FREE BASE"",""GRT151 FREE BASE""]",[],2026-04-21 13:16:09.646035+00:00,False
,CHEMBL2062276,Small molecule,2026-04-21 13:16:28.693029+00:00,1982,,,CHEMBL2062276,FWMLYVACGDQRFU-MBHUSPCXSA-N,,,4,small_molecule,,,LEVALLORPHAN TARTRATE,,LEVALLORPHAN TARTRATE,,,,,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,"[""Levallorphan tartrate"",""Lorfan""]","[""Lorfan""]",2026-04-21 13:16:28.693029+00:00,False
,CHEMBL1946618,Small molecule,2026-04-21 13:16:21.971822+00:00,,,,CHEMBL1946618,ZJKUETLEJYCOBO-UHFFFAOYSA-N,,,2,,,,AZD-7268,,AZD-7268,,,,,CN(CCO)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,"[""AZ-12488024"",""AZ12488024"",""Azd 7268"",""Azd-7268"",""Azd7268"",""AZD7268""]",[],2026-04-21 13:16:21.971822+00:00,False
,CHEMBL4297345,Small molecule,2026-04-21 13:16:16.643462+00:00,,,,CHEMBL4297345,XROFSGVHHSJMMG-UHFFFAOYSA-N,,,2,,,,ADL-5747,,ADL-5747,,,,,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1.Cl,"[""Adl-5747"",""Adl5747"",""ADL5747""]",[],2026-04-21 13:16:16.643462+00:00,False
,CHEMBL2105749,Small molecule,2026-04-21 13:16:18.464740+00:00,2021,,,CHEMBL2105749,RARHXUAUPNYAJF-QSYGGRRVSA-N,,,4,small_molecule,,,SAMIDORPHAN L-MALATE,,SAMIDORPHAN L-MALATE,,,,,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O,"[""RDC-0313-02"",""Samidorphan l-malate"",""Samidorphan l-malate"",""Samidorphan l-malate component of lybalvi"",""Samidorphan malate""]","[""Samidorphan l-malate component of lybalvi""]",2026-04-21 13:16:18.464740+00:00,False
,CHEMBL603469,,2026-04-17 03:31:18.466171+00:00,,,,CHEMBL603469,UIARLYUEJFELEN-LROUJFHJSA-N,,,3,,,,LESTAURTINIB,,LESTAURTINIB,,,,,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,"[""A-154475"",""A-154475.0"",""CEP-701"",""KT-555"",""KT-5555"",""KT5555"",""Lestaurtinib"",""SP-924"",""SP924"",""SPM-924""]",[],2026-04-17 03:31:18.466171+00:00,False
,CHEMBL5315055,Small molecule,2026-04-21 13:16:20.199051+00:00,2013,,,CHEMBL5315055,XOBQQQVDLSMXCE-JVRGSUDVSA-N,,,4,small_molecule,,,NALMEFENE HYDROCHLORIDE DIHYDRATE,,NALMEFENE HYDROCHLORIDE DIHYDRATE,,,,,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl.O.O,"[""Nalmefene hydrochloride dihydrate"",""Nalmefene hydrochloride hydrate"",""Selincro""]","[""Selincro""]",2026-04-21 13:16:20.199051+00:00,False
,CHEMBL4592045,Small molecule,2026-04-21 13:16:34.236616+00:00,,,,CHEMBL4592045,CQOJHAJWCDJEAT-UHFFFAOYSA-N,,,3,,,,NAVACAPRANT,,NAVACAPRANT,,,,,CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1,"[""BTRX-140"",""Btrx-335140"",""BTRX-335140"",""BTRX335140"",""CYM-53093"",""CYM53093"",""Navacaprant"",""Navacaprant"",""Navacaprant"",""Navacaprant"",""Navacaprant"",""NMRA-140"",""Nmra-335140"",""NMRA-335140"",""NMRA335140""]",[],2026-04-21 13:16:34.236616+00:00,False
,CHEMBL490665,Small molecule,2026-04-21 13:16:43.094275+00:00,2009,,,CHEMBL490665,DJSFYNINGIMKAG-FQJQBBMWSA-N,,,4,covalent,,,NALFURAFINE HYDROCHLORIDE,,NALFURAFINE HYDROCHLORIDE,,,,,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl,"[""Nalfurafine hcl"",""Nalfurafine hydrochloride"",""Nalfurafine hydrochloride"",""Nalfurafine hydrochloride"",""Nalfurafine hydrochloride"",""Nopicor"",""Remitch"",""TRK-820""]",[],2026-04-21 13:16:43.094275+00:00,False
,CHEMBL5315123,Protein,2026-04-21 13:16:32.193294+00:00,2021,,,CHEMBL5315123,MZWHRPKAHCWTOI-KGURMGBCSA-N,,,4,small_molecule,,,DIFELIKEFALIN ACETATE,,DIFELIKEFALIN ACETATE,,,,,CC(=O)O.CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(C(=O)O)CC1,"[""Cr-845 acetate"",""Difelikefalin acetate"",""Difelikefalin acetate"",""Kapruvia"",""Korsuva""]","[""Kapruvia"",""Korsuva""]",2026-04-21 13:16:32.193294+00:00,False
,CHEMBL1190199,Small molecule,2026-04-21 13:16:38.090350+00:00,,,,CHEMBL1190199,JHLHNYVMZCADTC-LOSJGSFVSA-N,,,3,small_molecule,,,ASIMADOLINE,,ASIMADOLINE,,,,,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,"[""Asimadolina"",""Asimadoline"",""Asimadoline"",""Asimadoline"",""EMD-61753""]",[],2026-04-21 13:16:38.090350+00:00,False
,CHEMBL1200543,Small molecule,2026-04-21 13:16:56.255325+00:00,1982,,,CHEMBL1200543,FLQCEKVTYABVSH-UHFFFAOYSA-N,,,4,small_molecule,,,ANILERIDINE PHOSPHATE,,ANILERIDINE PHOSPHATE,,,,,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,"[""Anileridine phosphate"",""Leritine"",""Leritine phosphate""]","[""Leritine""]",2026-04-21 13:16:56.255325+00:00,False
,CHEMBL511142,Small molecule,2026-04-21 13:16:49.137314+00:00,1981,,,CHEMBL511142,RMRJXGBAOAMLHD-CTAPUXPBSA-N,,,4,small_molecule,,,BUPRENORPHINE,,BUPRENORPHINE,,,,,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,"[""Brixadi"",""Brixadi"",""Bupeaze"",""Buplast"",""Buprenorfina"",""Buprenorphin"",""Buprenorphine"",""Buprenorphine"",""Buprenorphine"",""Buprenorphine"",""Buprenorphine"",""Buprenorphine"",""Buprenorphine"",""Buprenorphine"",""Buprenorphine"",""BUPRENORPHINE COMPONENT OF ALKS-5461"",""Butec"",""Butrans"",""Buvidal"",""Hapoctasin"",""Panitaz"",""Prenotrix"",""Reletrans"",""Sevodyne"",""Sublocade"",""Suboxone"",""Temgesic"",""Tephine"",""Transtec""]","[""Brixadi"",""Bupeaze"",""Buplast"",""Butec"",""Butrans"",""Buvidal"",""Hapoctasin"",""Panitaz"",""Prenotrix"",""Reletrans"",""Sevodyne"",""Sublocade"",""Temgesic"",""Tephine"",""Transtec""]",2026-04-21 13:16:49.137314+00:00,False
,CHEMBL398338,Small molecule,2026-04-21 13:17:02.103182+00:00,,,,CHEMBL398338,TYOYXJNGINZFET-GOSISDBHSA-N,,,1,,,,ABT-102,,ABT-102,,,,,CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,"[""Abt-102""]",[],2026-04-21 13:17:02.103182+00:00,False
,CHEMBL2364618,Small molecule,2026-04-21 13:17:04.163062+00:00,,,,CHEMBL2364618,ORDHXXHTBUZRCN-NTEUORMPSA-N,,,2,,,,MAVATREP,,MAVATREP,,,,,CC(C)(O)c1ccccc1-c1ccc2[nH]c(/C=C/c3ccc(C(F)(F)F)cc3)nc2c1,"[""JNJ-39439335"",""Mavatrep"",""Mavatrep"",""Mavatrep"",""Mavatrep""]",[],2026-04-21 13:17:04.163062+00:00,False
,CHEMBL3707397,Unknown,2026-04-21 13:17:00.368891+00:00,,,,CHEMBL3707397,,,,1,,,,MR-1817,,MR-1817,,,,,,"[""Mr-1817""]",[],2026-04-21 13:17:00.368891+00:00,False
,CHEMBL5314398,Small molecule,2026-04-21 13:17:25.992196+00:00,,,,CHEMBL5314398,JADKHWDNSKIILG-LJQANCHMSA-N,,,2,,,,GRC-6211,,GRC-6211,,,,,O=C(Nc1cccc2cnccc12)N[C@@H]1CC2(CCC2)Oc2ccc(F)cc21,"[""Grc-6211"",""GRC6211""]",[],2026-04-21 13:17:25.992196+00:00,False
,CHEMBL3707398,Unknown,2026-04-21 13:17:24.209661+00:00,,,,CHEMBL3707398,,,,3,,,,PAC-14028,,PAC-14028,,,,,,"[""Asivatrep"",""Asivatrep"",""Pac-14028""]",[],2026-04-21 13:17:24.209661+00:00,False
,CHEMBL5314400,Small molecule,2026-04-21 13:17:13.550349+00:00,,,,CHEMBL5314400,WGAVAOCYBMNWID-UHFFFAOYSA-N,,,2,,,,DWP05195,,DWP05195,,,,,FC(F)(F)c1cccnc1-c1ccc(-c2nc3ccc(Br)cc3[nH]2)nc1,"[""DWP-05195"",""Dwp05195""]",[],2026-04-21 13:17:13.550349+00:00,False
,CHEMBL3545148,Unknown,2026-04-21 13:17:29.580102+00:00,,,,CHEMBL3545148,,,,1,,,,PHE377,,PHE377,,,,,,"[""Phe377""]",[],2026-04-21 13:17:29.580102+00:00,False
,CHEMBL229430,Small molecule,2026-04-21 13:17:06.414309+00:00,,,,CHEMBL229430,YUTIXVXZQIQWGY-UHFFFAOYSA-N,,,1,,,,AMG-517,,AMG-517,,,,,CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)cccc2s1,"[""Amg-517""]",[],2026-04-21 13:17:06.414309+00:00,False
,CHEMBL4594402,Small molecule,2026-04-21 13:16:50.986813+00:00,,,,CHEMBL4594402,LEQOVFCHMOTJKU-WJVXOHEGSA-N,,,2,,,,ORP-101,,ORP-101,,,,,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(OCCOc5ccc6c7c5O[C@H]5[C@@]8(OC)CC[C@@]9(C[C@@H]8[C@](C)(O)C(C)(C)C)[C@@H](C6)N(CC6CC6)CC[C@]759)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,"[""Buprenorphine dimer"",""Orp-101""]",[],2026-04-21 13:16:50.986813+00:00,False
,CHEMBL5314399,Small molecule,2026-04-21 13:17:09.952319+00:00,,,,CHEMBL5314399,QZUCKCLSVBFSOS-INIZCTEOSA-N,,,2,,,,JTS-653,,JTS-653,,,,,Cc1ccc(N2c3cccc(C(=O)Nc4ccc(OCC(F)(F)F)nc4)c3OC[C@@H]2CO)nc1,"[""Jts-653"",""JTS653""]",[],2026-04-21 13:17:09.952319+00:00,False
,CHEMBL3707293,Unknown,2026-04-21 13:17:15.292889+00:00,,,,CHEMBL3707293,,,,2,,,,XEN-D0501,,XEN-D0501,,,,,,"[""Xen-d0501""]",[],2026-04-21 13:17:15.292889+00:00,False
,CHEMBL3545039,Small molecule,2026-04-21 13:16:58.638221+00:00,,,,CHEMBL3545039,DXDVSYALLVVBOV-UHFFFAOYSA-N,,,2,,,,AZD1386,,AZD1386,,,,,Cc1cc(Cl)cc2c1N(Cc1cccc(C(F)(F)F)c1)C(=O)C21NC(=O)NC1=O,"[""Azd 1386"",""Azd-1386"",""Azd1386"",""AZD1386""]",[],2026-04-21 13:16:58.638221+00:00,False
,CHEMBL207433,Small molecule,2026-04-21 13:17:08.187647+00:00,,,,CHEMBL207433,JYILLRHXRVTRSH-GFCCVEGCSA-N,,,2,,,,SB-705498,,SB-705498,,,,,O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1,"[""GSK705498"",""Sb-705498""]",[],2026-04-21 13:17:08.187647+00:00,False
,CHEMBL3544953,Unknown,2026-04-21 13:17:17.044700+00:00,,,,CHEMBL3544953,,,,2,,,,SAF312,,SAF312,,,,,,"[""Saf312""]",[],2026-04-21 13:17:17.044700+00:00,False
,CHEMBL214796,Small molecule,2026-04-21 13:17:11.795506+00:00,,,,CHEMBL214796,VTANGSDRFFLTSQ-UHFFFAOYSA-N,,,2,,,,NGD-8243,,NGD-8243,,,,,FC(F)(F)c1ccc(Nc2ncnc3cc(-c4ncccc4C(F)(F)F)ccc23)cc1,"[""MK-2295"",""MK-2295-005"",""Ngd-8243""]",[],2026-04-21 13:17:11.795506+00:00,False
,CHEMBL470888,Small molecule,2026-04-21 13:18:19.493846+00:00,,,,CHEMBL470888,AJACDNCVEGIBNA-KQYNXXCUSA-N,,,2,,,,BVT.115959,,BVT.115959,,,,,COc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,"[""Bvt.115959"",""Spongosine""]",[],2026-04-21 13:18:19.493846+00:00,False
,CHEMBL3694769,Small molecule,2026-04-21 13:18:23.026779+00:00,,,,CHEMBL3694769,ATFXVNUWQOXRRU-UHFFFAOYSA-N,,,1,,,,PBF-509,,PBF-509,,,,,Nc1nc(-n2cccn2)nc(-n2cccn2)c1Br,"[""Pbf-509""]",[],2026-04-21 13:18:23.026779+00:00,False
,CHEMBL412262,,2026-04-17 03:31:32.289929+00:00,,,,CHEMBL412262,AXJQVVLKUYCICH-OAQYLSRUSA-N,,,2,,,,IBIPINABANT,,IBIPINABANT,,,,,CN/C(=N\S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,,[],2026-04-17 03:31:32.289929+00:00,False
,CHEMBL225411,Small molecule,2026-04-21 13:18:02.287539+00:00,,,,CHEMBL225411,TWQYWUXBZHPIIV-UHFFFAOYSA-N,,,2,,,,GW842166X,,GW842166X,,,,,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F,"[""GW 842166"",""GW-842166"",""GW842166"",""GW 842166X"",""Gw-842,166x"",""GW-842166X"",""Gw842166x"",""GW842166X""]",[],2026-04-21 13:18:02.287539+00:00,False
,CHEMBL4175981,Small molecule,2026-04-21 13:18:04.011367+00:00,,,,CHEMBL4175981,ACSQLTBPYZSGBA-GMXVVIOVSA-N,,,2,,,,OLORINAB,,OLORINAB,,,,,CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21,"[""APD-371"",""Apd371"",""APD371"",""Olorinab"",""Olorinab"",""Olorinab""]",[],2026-04-21 13:18:04.011367+00:00,False
,CHEMBL3139186,Small molecule,2026-04-21 13:17:58.795816+00:00,,,,CHEMBL3139186,UCMNDPDJRSEZPL-UHFFFAOYSA-N,,,2,,,,LY2828360,,LY2828360,,,,,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,"[""LY-2828360"",""Ly2828360"",""LY2828360""]",[],2026-04-21 13:17:58.795816+00:00,False
,CHEMBL447664,Small molecule,2026-04-21 13:18:15.968693+00:00,,,,CHEMBL447664,HQSBCDPYXDGTCL-UHFFFAOYSA-N,,,2,,,,VIPADENANT,,VIPADENANT,,,,,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,"[""BIIB-014"",""Biib014"",""BIIB014"",""CEB-4520"",""V-2006"",""V2006"",""VER-11135"",""VER-A-00049"",""VER-A00049"",""VER-A-00-11"",""VER-A00-11"",""VER-ADO-49"",""Vipadenant"",""Vipadenant"",""Vipadenant""]",[],2026-04-21 13:18:15.968693+00:00,False
,CHEMBL3989695,Small molecule,2026-04-21 13:18:17.721186+00:00,2008,,,CHEMBL3989695,CDQVVPUXSPZONN-WPPLYIOHSA-N,,,4,small_molecule,,,REGADENOSON,,REGADENOSON,,,,,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1.O,"[""CVT-3146"",""Lexiscan"",""Rapiscan"",""Rapiscan"",""Regadenoson"",""Regadenoson"",""Regadenoson"",""Regadenoson"",""Regadenoson"",""Regadenoson"",""Regadenoson"",""Regadenoson hydrate"",""Regadenoson hydrate"",""Regadenoson monohydrate"",""Regadenoson monohydrate""]","[""Lexiscan"",""Rapiscan""]",2026-04-21 13:18:17.721186+00:00,False
,CHEMBL220360,Small molecule,2026-04-21 13:17:52.501869+00:00,,,,CHEMBL220360,QLYKJCMUNUWAGO-GAJHUEQPSA-N,,,3,small_molecule,,,TARANABANT,,TARANABANT,,,,,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,"[""L-796568"",""Mk-0364"",""Mk0364"",""MK-0634"",""MK0634"",""Taranabant"",""Taranabant"",""Taranabant""]",[],2026-04-21 13:17:52.501869+00:00,False
,CHEMBL3234035,Small molecule,2026-04-21 13:18:07.513353+00:00,,,,CHEMBL3234035,GSTZHANFXAKPSE-MXTREEOPSA-N,,,2,,,,PRS-211375,,PRS-211375,,,,,CCCCCCC(C)(C)c1cc(O)c([C@H]2CC(=O)[C@H]3C[C@@H]2C3(C)C)c(OC(=O)/C=C/C(=O)O)c1,"[""Cannabinor"",""Cannabinor, (-)-"",""PRS-211,375"",""Prs-211375""]",[],2026-04-21 13:18:07.513353+00:00,False
,CHEMBL2019090,Small molecule,2026-04-21 13:18:00.523867+00:00,,,,CHEMBL2019090,JIYXOJFSPOFZPY-UHFFFAOYSA-N,,,2,,,,S-777469,,S-777469,,,,,CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,"[""S-777469""]",[],2026-04-21 13:18:00.523867+00:00,False
,CHEMBL3234681,Small molecule,2026-04-21 13:17:56.517272+00:00,,,,CHEMBL3234681,NTPZXHMTJGOMCJ-WDEREUQCSA-N,,,2,,,,TEDALINAB,,TEDALINAB,,,,,CC(C)(C)NC(=O)c1nn(-c2ccc(F)cc2F)c2c1[C@H]1CC[C@@H]2C1,"[""Grc-10693"",""GRC10693"",""Tedalinab""]",[],2026-04-21 13:17:56.517272+00:00,False
,CHEMBL1096896,Small molecule,2026-04-21 13:18:21.244110+00:00,,,,CHEMBL1096896,ZOTHAEBAWXWVID-HXEFRTELSA-N,,,2,,,,UK432097,,UK432097,,,,,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NC4CCN(c5ccccn5)CC4)nc32)[C@H](O)[C@@H]1O,"[""Uk432097""]",[],2026-04-21 13:18:21.244110+00:00,False
,CHEMBL3942498,Small molecule,2026-04-21 13:18:24.793048+00:00,,,,CHEMBL3942498,OQCWNHHZPYJHQR-UHFFFAOYSA-N,,,1,,,,PBF-999,,PBF-999,,,,,C#CCNc1nc(-n2cncn2)nc(N)c1Br,"[""Pbf 999"",""Pbf-999"",""PBF999""]",[],2026-04-21 13:18:24.793048+00:00,False
,CHEMBL3545163,Small molecule,2026-04-21 13:18:26.593904+00:00,,,,CHEMBL3545163,CKQOOYMMAAPDKH-NXKGBEFYSA-N,,,2,,,,AMP579,,AMP579,,,,,CCNC(=O)[C@H]1CC(n2ccc3c(NC(CC)Cc4sccc4Cl)ncnc32)[C@H](O)[C@@H]1O,"[""Amp579"",""RPR-100579""]",[],2026-04-21 13:18:26.593904+00:00,False
,CHEMBL4594442,Small molecule,2026-04-21 13:18:11.955622+00:00,,,,CHEMBL4594442,NCWQLHHDGDXIJN-UHFFFAOYSA-N,,,2,,,,IMARADENANT,,IMARADENANT,,,,,Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(Cl)n1,"[""Azd 4635"",""AZD-4635"",""Azd4635"",""AZD4635"",""HTL-1071"",""HTL1071"",""Imaradenant"",""Imaradenant""]",[],2026-04-21 13:18:11.955622+00:00,False
,CHEMBL4298095,Antibody,2026-04-21 13:17:54.230193+00:00,,,,CHEMBL4298095,,,,2,,,,NIMACIMAB,,NIMACIMAB,,,,,,"[""JNJ-2463"",""JNJ2463"",""Nimacimab"",""Nimacimab"",""Nimacimab"",""Ryi-018"",""RYI-018"",""RYI018""]",[],2026-04-21 13:17:54.230193+00:00,False
,CHEMBL189676,Small molecule,2026-04-21 13:17:45.496553+00:00,,,,CHEMBL189676,HMXDWDSNPRNUKI-UHFFFAOYSA-N,,,2,,,,SURINABANT,,SURINABANT,,,,,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,"[""SR-147778"",""Sr147778"",""Surinabant"",""Surinabant""]",[],2026-04-21 13:17:45.496553+00:00,False
,CHEMBL562668,Small molecule,2026-04-21 13:17:33.908216+00:00,,,,CHEMBL562668,UNAZAADNBYXMIV-UHFFFAOYSA-N,,,3,,,,OTENABANT,,OTENABANT,,,,,CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,"[""CP-945,598"",""Cp-945598"",""CP-945598"",""CP-945598-01"",""Otenabant"",""Otenabant"",""Otenabant"",""Otenabant hydrochloride""]",[],2026-04-21 13:17:33.908216+00:00,False
,CHEMBL1084173,Small molecule,2026-04-21 13:18:59.821386+00:00,,,,CHEMBL1084173,KAMFDHLRBHTIMJ-AZDLLSQWSA-N,,,2,,,,VILANTEROL .ALPHA.-PHENYL CINNAMATE,,VILANTEROL .ALPHA.-PHENYL CINNAMATE,,,,,O=C(O)/C(=C/c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,"[""GW-642444H"",""Gw642444h"",""GW642444H"",""Vilanterol .alpha.-phenyl cinnamate"",""Vilanterol alpha-phenylcinnamate""]",[],2026-04-21 13:18:59.821386+00:00,False
,CHEMBL1200947,Small molecule,2026-04-21 13:18:56.320854+00:00,1989,,,CHEMBL1200947,BLWNYSZZZWQCKO-UHFFFAOYSA-N,,,4,small_molecule,,,METIPRANOLOL HYDROCHLORIDE,,METIPRANOLOL HYDROCHLORIDE,,,,,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl,"[""Betamann"",""Metipranolol hcl"",""Metipranolol hydrochloride"",""Optipranolol""]","[""Optipranolol""]",2026-04-21 13:18:56.320854+00:00,False
,CHEMBL1950553,Small molecule,2026-04-21 13:18:33.791385+00:00,,,,CHEMBL1950553,WUCQGGOGHZRELS-LSCFUAHRSA-N,,,2,,,,SONEDENOSON,,SONEDENOSON,,,,,Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"[""MRE-0094"",""Mre0094"",""MRE0094"",""Sonedenoson"",""Sonedenoson"",""Sonedenoson""]",[],2026-04-21 13:18:33.791385+00:00,False
,CHEMBL1201063,Small molecule,2026-04-21 13:18:49.310384+00:00,1989,,,CHEMBL1201063,XWIHRGFIPXWGEF-UHFFFAOYSA-N,,,4,small_molecule,,,PROPAFENONE HYDROCHLORIDE,,PROPAFENONE HYDROCHLORIDE,,,,,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,"[""Arythmol"",""NSC-758640"",""Propafenone hcl"",""Propafenone hydrochloride"",""Propafenone hydrochloride"",""Propafenone hydrochloride"",""Propafenone hydrochloride"",""Propafenone hydrochloride"",""Propafenone hydrochloride"",""Propafenone hydrochloride"",""Propafenone hydrochloride"",""Rythmol"",""Rythmol sr"",""Rytmonorm""]","[""Arythmol"",""Propafenone hydrochloride"",""Rythmol"",""Rythmol sr"",""Rytmonorm""]",2026-04-21 13:18:49.310384+00:00,False
,CHEMBL5314441,Small molecule,2026-04-21 13:18:35.615170+00:00,,,,CHEMBL5314441,KMFLQPJJHQNKKF-UHFFFAOYSA-N,,,2,,,,SIPAGLADENANT,,SIPAGLADENANT,,,,,Cc1ccc(C(=O)Nc2nc(-c3ccco3)c(C(=O)C3CCOCC3)s2)cn1,"[""Kw-6356"",""KW6356"",""Sipagladenant"",""Sipagladenant"",""Sipagladenant""]",[],2026-04-21 13:18:35.615170+00:00,False
,CHEMBL1950649,Small molecule,2026-04-21 13:18:39.474099+00:00,,,,CHEMBL1950649,FLEVIENZILQUKB-XTWQNQIISA-N,,,3,small_molecule,,,APADENOSON,,APADENOSON,,,,,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#CC[C@H]4CC[C@H](C(=O)OC)CC4)nc32)[C@H](O)[C@@H]1O,"[""Apadenoson"",""Apadenoson"",""Apadenoson"",""Bms-068645"",""BMS-068645"",""BMS068645"",""DWH-146E"",""Stedivaze""]","[""Stedivaze""]",2026-04-21 13:18:39.474099+00:00,False
,CHEMBL1950554,Small molecule,2026-04-21 13:18:30.105365+00:00,,,,CHEMBL1950554,XJFMHMFFBSOEPR-DNZQAUTHSA-N,,,3,small_molecule,,,BINODENOSON,,BINODENOSON,,,,,Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,"[""Binodenoson"",""Binodenoson"",""Binodenoson"",""Binodenoson"",""Binodenoson"",""Corvue"",""MRE-0470"",""MRE0470"",""Wrc0470""]","[""Corvue""]",2026-04-21 13:18:30.105365+00:00,False
