patent_id,person_id
US-10807948-B2,XU RUI
US-10807948-B2,YANG HANBIAO
US-10807948-B2,JOSEY JOHN A
US-10807948-B2,RIZZI JAMES P
US-2020323798-A1,ALBIÑANA DÍAZ VIRGINIA
US-2020323798-A1,BOTELLA CUBELLS LUISA MARÍA
US-2020323798-A1,VILLAR GOMEZ-DE LAS HERAS KARINA
WO-2020162725-A1,YUN CHANG SOO
WO-2020162725-A1,PARK BYOUNG CHUL
WO-2020162725-A1,KIM PILHO
WO-2020162725-A1,HWANG JONG YEON
WO-2020162725-A1,KIM HYUN JIN
WO-2020162725-A1,PARK SUNG GOO
WO-2020162725-A1,CHO SUNG YUN
WO-2020162725-A1,KIM JEONG HOON
WO-2020162725-A1,HA JAE DU
WO-2020162725-A1,KIM SUNHONG
EP-3689868-A1,DONG HANQING
EP-3689868-A1,HORNBERGER KEITH R
EP-3689868-A1,CREW ANDREW P
EP-3689868-A1,CREWS CRAIG M
EP-3689868-A1,WANG JING
EP-3689868-A1,QIAN YIMIN
US-10723717-B2,JAIME-FIGUEROA SAUL
US-10723717-B2,DONG HANQING
US-10723717-B2,HORNBERGER KEITH R
US-10723717-B2,CREW ANDREW P
US-10723717-B2,CREWS CRAIG M
US-10723717-B2,WANG JING
US-10723717-B2,QIAN YIMIN
WO-2020146250-A1,GRAY NATHANAEL S
WO-2020146250-A1,BUCKLEY DENNIS L
WO-2020146250-A1,FERGUSON FLEUR M
WO-2020146250-A1,NABET BEHNAM
US-10709695-B2,GUAN HUIPING AMY
US-10709695-B2,DEMARTINO MICHAEL P
US-2020199107-A1,DONG HANQING
US-2020199107-A1,HORNBERGER KEITH R
US-2020199107-A1,CREW ANDREW P
US-2020199107-A1,CREWS CRAIG M
US-2020199107-A1,WANG JING
US-2020199107-A1,QIAN YIMIN
EP-3664788-A1,ALBIÑANA DÍAZ VIRGINIA
EP-3664788-A1,BOTELLA CUBELLS LUISA MARÍA
EP-3664788-A1,VILLAR GOMEZ-DE LAS HERAS KARINA
US-10647698-B2,CREW ANDREW P
US-10647698-B2,WANG JING
US-10647698-B2,DONG HANQING
US-10647698-B2,QIAN YIMIN
US-2020121684-A1,TOURE MOMAR
US-2020121684-A1,JAIME-FIGUEROA SAUL
US-2020121684-A1,CREWS CRAIG M
EP-3634960-A1,JAIME-FIGUEROA SAUL
EP-3634960-A1,DONG HANQING
EP-3634960-A1,CREW ANDREW P
EP-3634960-A1,CREWS CRAIG M
EP-3634960-A1,WANG JING
US-10604506-B2,DONG HANQING
US-10604506-B2,HORNBERGER KEITH R
US-10604506-B2,CREW ANDREW P
US-10604506-B2,CREWS CRAIG M
US-10604506-B2,WANG JING
US-10604506-B2,QIAN YIMIN
US-2020085793-A1,BERLIN MICHAEL
US-2020085793-A1,CREW ANDREW P
US-2020085793-A1,SPARKS STEVEN M
US-2020085793-A1,DONG HANQING
WO-2020051564-A1,JAIME-FIGUEROA SAUL
WO-2020051564-A1,DONG HANQING
WO-2020051564-A1,HORNBERGER KEITH R
WO-2020051564-A1,CREW ANDREW P
WO-2020051564-A1,ZIMMERMAN KURT
WO-2020051564-A1,CREWS CRAIG M
WO-2020051564-A1,WANG JING
WO-2020051564-A1,QIAN YIMIN
WO-2020041331-A1,BERLIN MICHAEL
WO-2020041331-A1,CREW ANDREW P
WO-2020041331-A1,SPARKS STEVEN M
WO-2020041331-A1,DONG HANQING
US-2020038513-A1,CROMM PHILIPP M
US-2020038513-A1,CREWS CRAIG M
US-2020038513-A1,CREW ANDREW P
US-2020038378-A1,BERLIN MICHAEL
US-2020038378-A1,CHEN HUIFEN
US-2020038378-A1,STABEN LEANNA
US-2020038378-A1,DRAGOVICH Peter
US-2020038378-A1,CREW ANDREW P
US-2020038378-A1,WANG JING
WO-2020023851-A1,CROMM PHILIPP M
WO-2020023851-A1,CREWS CRAIG M
WO-2020023851-A1,CREW ANDREW P
EP-3573977-A1,DONG HANQING
EP-3573977-A1,HORNBERGER KEITH R
EP-3573977-A1,CREW ANDREW P
EP-3573977-A1,CREWS CRAIG M
EP-3573977-A1,WANG JING
EP-3573977-A1,QIAN YIMIN
WO-2019195609-A3,BERLIN MICHAEL
WO-2019195609-A3,DONG HANQING
WO-2019195609-A3,HORNBERGER KEITH R
WO-2019195609-A3,CREW ANDREW P
WO-2019195609-A3,CREWS CRAIG M
WO-2019195609-A3,WANG JING
EP-3558974-A1,BERLIN MICHAEL
EP-3558974-A1,SNYDER LAWRENCE B
EP-3558974-A1,DONG HANQING
EP-3558974-A1,CREW ANDREW P
EP-3558974-A1,WANG JING
EP-3558974-A1,QIAN YIMIN
EP-3558994-A1,JAIME-FIGUEROA SAUL
EP-3558994-A1,DONG HANQING
EP-3558994-A1,HORNBERGER KEITH R
EP-3558994-A1,CREW ANDREW P
EP-3558994-A1,CREWS CRAIG M
EP-3558994-A1,WANG JING
EP-3558994-A1,QIAN YIMIN
EP-3559006-A1,BURSLEM GEORGE
EP-3559006-A1,CREW ANDREW P
EP-3559006-A1,CREWS CRAIG M
EP-3559006-A1,HORNBERGER KEITH R
US-2019315732-A1,BERLIN MICHAEL
US-2019315732-A1,DONG HANGING
US-2019315732-A1,HORNBERGER KEITH R
US-2019315732-A1,CREW ANDREW P
US-2019315732-A1,CREWS CRAIG M
US-2019315732-A1,WANG JING
WO-2019195201-A1,BERLIN MICHAEL
WO-2019195201-A1,CHEN HUIFEN
WO-2019195201-A1,STABEN LEANNA
WO-2019195201-A1,DRAGOVICH Peter
WO-2019195201-A1,CREW ANDREW P
WO-2019195201-A1,WANG JING
WO-2019195609-A2,BERLIN MICHAEL
WO-2019195609-A2,DONG HANQING
WO-2019195609-A2,HORNBERGER KEITH R
WO-2019195609-A2,CREW ANDREW P
WO-2019195609-A2,CREWS CRAIG M
WO-2019195609-A2,WANG JING
EP-3548483-A1,DONG HANQING
EP-3548483-A1,HORNBERGER KEITH R
EP-3548483-A1,CREW ANDREW P
EP-3548483-A1,CREWS CRAIG M
EP-3548483-A1,WANG JING
EP-3548483-A1,QIAN YIMIN
US-2019300521-A1,BERLIN MICHAEL
US-2019300521-A1,CHEN HUIFEN
US-2019300521-A1,STABEN LEANNA
US-2019300521-A1,DRAGOVICH Peter
US-2019300521-A1,CREW ANDREW P
US-2019300521-A1,WANG JING
WO-2019177902-A1,TOURE MOMAR
WO-2019177902-A1,JAIME-FIGUEROA SAUL
WO-2019177902-A1,CREWS CRAIG M
US-2019276459-A1,TOURE MOMAR
US-2019276459-A1,JAIME-FIGUEROA SAUL
US-2019276459-A1,CREWS CRAIG M
US-2019247382-A1,GUAN HUIPING AMY
US-2019247382-A1,DEMARTINO MICHAEL P
EP-3517526-A1,GUAN HUIPING AMY
EP-3517526-A1,DEMARTINO MICHAEL P
US-10292975-B2,GUAN HUIPING AMY
US-10292975-B2,DEMARTINO MICHAEL P
US-10294236-B2,ZHANG ZHILIU
US-10294236-B2,GUAN HUIPING AMY
US-10294236-B2,DEMARTINO MICHAEL P
US-10294236-B2,YU HAIYU
US-10294236-B2,CHEUNG MUI
US-10294236-B2,QIN DONGHUI
US-10294236-B2,EIDAM HILARY SCHENCK
US-10294236-B2,GONG ZHEN
US-10294236-B2,YANG HAIYING
US-10294236-B2,WU CHENGDE
WO-2019030151-A1,ALBIÑANA DÍAZ VIRGINIA
WO-2019030151-A1,BOTELLA CUBELLS LUISA MARÍA
WO-2019030151-A1,VILLAR GOMEZ-DE LAS HERAS KARINA
US-2019022078-A1,GUAN HUIPING AMY
US-2019022078-A1,DEMARTINO MICHAEL P
US-2018364241-A1,CHOUAIB SALEM
US-2018364241-A1,MESSAI YOSRA
US-2018364241-A1,NOMAN MUHAMMAD ZAEEM
WO-2018226542-A1,JAIME-FIGUEROA SAUL
WO-2018226542-A1,DONG HANQING
WO-2018226542-A1,CREW ANDREW P
WO-2018226542-A1,CREWS CRAIG M
WO-2018226542-A1,WANG JING
US-2018353501-A1,JAIME-FIGUEROA SAUL
US-2018353501-A1,DONG HANQING
US-2018353501-A1,CREW ANDREW P
US-2018353501-A1,CREWS CRAIG M
US-2018353501-A1,WANG JING
US-10111866-B2,GUAN HUIPING AMY
US-10111866-B2,DEMARTINO MICHAEL P
US-2018237418-A1,DONG HANQING
US-2018237418-A1,HORNBERGER KEITH R
US-2018237418-A1,CREW ANDREW P
US-2018237418-A1,CREWS CRAIG M
US-2018237418-A1,WANG JING
US-2018237418-A1,QIAN YIMIN
WO-2018140809-A1,CREW ANDREW
WO-2018140809-A1,DONG HANQING
WO-2018140809-A1,WANG JING
WO-2018140809-A1,QIAN YIMIN
WO-2018140809-A1,HORNBERGER KEITH
WO-2018140809-A1,CREWS CRAIG
WO-2018118598-A1,CREW ANDREW
WO-2018118598-A1,BURSLEM GEORGE
WO-2018118598-A1,HORNBERGER KEITH
WO-2018118598-A1,CREWS CRAIG
US-2018177750-A1,BERLIN MICHAEL
US-2018177750-A1,SNYDER LAWRENCE B
US-2018177750-A1,DONG HANQING
US-2018177750-A1,CREW ANDREW P
US-2018177750-A1,WANG JING
US-2018177750-A1,QIAN YIMIN
WO-2018119357-A1,CREW ANDREW
WO-2018119357-A1,BERLIN MICHAEL
WO-2018119357-A1,DONG HANQING
WO-2018119357-A1,WANG JING
WO-2018119357-A1,QIAN YIMIN
WO-2018119357-A1,SNYDER LAWRENCE
US-2018179183-A1,JAIME-FIGUEROA SAUL
US-2018179183-A1,DONG HANQING
US-2018179183-A1,HORNBERGER KEITH R
US-2018179183-A1,CREW ANDREW P
US-2018179183-A1,CREWS CRAIG M
US-2018179183-A1,WANG JING
US-2018179183-A1,QIAN YIMIN
WO-2018119448-A1,CREW ANDREW
WO-2018119448-A1,JAIME-FIGUEROA SAUL
WO-2018119448-A1,DONG HANQING
WO-2018119448-A1,WANG JING
WO-2018119448-A1,QIAN YIMIN
WO-2018119448-A1,HORNBERGER KEITH
WO-2018119448-A1,CREWS CRAIG
WO-2018102725-A1,CREW ANDREW
WO-2018102725-A1,DONG HANQING
WO-2018102725-A1,WANG JING
WO-2018102725-A1,QIAN YIMIN
WO-2018102725-A1,HORNBERGER KEITH
WO-2018102725-A1,CREWS CRAIG
US-2018155322-A1,DONG HANQING
US-2018155322-A1,HORNBERGER KEITH R
US-2018155322-A1,CREW ANDREW P
US-2018155322-A1,CREWS CRAIG M
US-2018155322-A1,WANG JING
US-2018155322-A1,QIAN YIMIN
US-2018147194-A1,GUAN HUIPING AMY
US-2018147194-A1,DEMARTINO MICHAEL P
US-2018099976-A1,ZHANG ZHILIU
US-2018099976-A1,GUAN HUIPING AMY
US-2018099976-A1,DEMARTINO MICHAEL P
US-2018099976-A1,YU HAIYU
US-2018099976-A1,CHEUNG MUI
US-2018099976-A1,QIN DONGHUI
US-2018099976-A1,EIDAM HILARY SCHENCK
US-2018099976-A1,GONG ZHEN
US-2018099976-A1,YANG HAIYING
US-2018099976-A1,WU CHENGDE
US-9918974-B2,GUAN HUIPING AMY
US-9918974-B2,DEMARTINO MICHAEL P
WO-2018039581-A1,JONASCH ERIC
WO-2018039581-A1,DERE RUHEE
WO-2018039581-A1,WALKER CHERYL L
US-9879021-B2,ZHANG ZHILIU
US-9879021-B2,GUAN HUIPING AMY
US-9879021-B2,DEMARTINO MICHAEL P
US-9879021-B2,YU HAIYU
US-9879021-B2,CHEUNG MUI
US-9879021-B2,QIN DONGHUI
US-9879021-B2,EIDAM HILARY SCHENCK
US-9879021-B2,GONG ZHEN
US-9879021-B2,YANG HAIYING
US-9879021-B2,WU CHENGDE
US-2025235544-A1,HICKS GARETH
US-2025235544-A1,BUNNETT NIGEL W
US-2025235544-A1,PORTER CHRISTOPHER JOHN
US-2025235544-A1,SHIRAI JUNYA
US-2025235544-A1,AURELIO LUIGI
US-2025235544-A1,COLE DEREK
US-2025235544-A1,HIRST GAVIN
US-12357670-B2,GOLLAHON LAUREN S
US-12357670-B2,PUTNAM WILLIAM C
US-12357670-B2,DUNCAN WILLIAM P
US-2025177517-A1,YAN JUN
US-2025177517-A1,SPELLBERG BRAD
US-2025177517-A1,LUNA BRIAN
US-2025177517-A1,NIELSEN TRAVIS
US-12319681-B2,SHAPOSHNIK ZORY
US-12285470-B2,DERETIC VOJO
US-2025127778-A1,PARK SEUNG BUM
US-2025127778-A1,CHO WAN SANG
US-2025101031-A1,MORGENSTERN JAY PAUL
US-2025101031-A1,SHIGDEL UDDHAV KUMAR
US-2025101031-A1,TOWNSON SHARON ANN
US-2025101031-A1,BOWMAN BRIAN ROGER
US-2025101031-A1,STILES DYLAN TALBOT
US-2025101031-A1,ROBISON KEITH EARL
US-2025101031-A1,VERDINE GREGORY LAWRENCE
US-2025101031-A1,BLODGETT JOSHUA ALAN VAN DYKE
US-2025101031-A1,SOWA MATHEW EDWARD
WO-2025058345-A1,PARK BO YOUN
WO-2025058345-A1,SHIN WON JI
EP-4496585-A1,YAN JUN
EP-4496585-A1,SPELLBERG BRAD
EP-4496585-A1,LUNA BRIAN
EP-4496585-A1,NIELSEN TRAVIS
US-2024343666-A1,CEN SHAN
US-2024343666-A1,ZHAO JIANYUAN
US-2024343666-A1,YU LIYAN
US-2024343666-A1,LIU WANCANG
US-2024343666-A1,ZHANG TAO
US-2024343666-A1,PANG XU
US-2024261378-A1,DERETIC VOJO
EP-4397307-A1,PARK SEUNG BUM
EP-4397307-A1,CHO WAN SANG
US-11987590-B2,MORGENSTERN JAY PAUL
US-11987590-B2,SHIGDEL UDDHAV KUMAR
US-11987590-B2,TOWNSON SHARON ANN
US-11987590-B2,BOWMAN BRIAN ROGER
US-11987590-B2,STILES DYLAN TALBOT
US-11987590-B2,ROBISON KEITH EARL
US-11987590-B2,VERDINE GREGORY LAWRENCE
US-11987590-B2,BLODGETT JOSHUA ALAN VAN DYKE
US-11987590-B2,SOWA MATHEW EDWARD
US-11957750-B2,YAN JUN
US-11957750-B2,SPELLBERG BRAD
US-11957750-B2,LUNA BRIAN
US-11957750-B2,NIELSEN TRAVIS
EP-4289950-A3,MORGENSTERN JAY PAUL
EP-4289950-A3,SHIGDEL UDDHAV KUMAR
EP-4289950-A3,TOWNSON SHARON ANN
EP-4289950-A3,BOWMAN BRIAN ROGER
EP-4289950-A3,STILES DYLAN TALBOT
EP-4289950-A3,ROBISON KEITH EARL
EP-4289950-A3,VERDINE GREGORY LAWRENCE
EP-4289950-A3,BLODGETT JOSHUA ALAN VAN DYKE
EP-4289950-A3,SOWA MATHEW EDWARD
EP-4289950-A2,MORGENSTERN JAY PAUL
EP-4289950-A2,SHIGDEL UDDHAV KUMAR
EP-4289950-A2,TOWNSON SHARON ANN
EP-4289950-A2,BOWMAN BRIAN ROGER
EP-4289950-A2,STILES DYLAN TALBOT
EP-4289950-A2,ROBISON KEITH EARL
EP-4289950-A2,VERDINE GREGORY LAWRENCE
EP-4289950-A2,BLODGETT JOSHUA ALAN VAN DYKE
EP-4289950-A2,SOWA MATHEW EDWARD
US-2023346925-A1,YAN JUN
US-2023346925-A1,SPELLBERG BRAD
US-2023346925-A1,LUNA BRIAN
US-2023346925-A1,NIELSEN TRAVIS
US-2023321082-A1,RAPPA GERMANA
US-2023321082-A1,SANTOS MARK
US-2023321082-A1,CORBEIL DENIS
US-2023321082-A1,CIRRINCIONE GIROLAMO
US-2023321082-A1,LORICO AURELIO
US-2023321082-A1,DIANA PATRIZIA
WO-2023183080-A1,YAN JUN
WO-2023183080-A1,SPELLBERG BRAD
WO-2023183080-A1,LUNA BRIAN
WO-2023183080-A1,NIELSEN TRAVIS
EP-4210696-A1,RAPPA GERMANA
EP-4210696-A1,SANTOS MARK
EP-4210696-A1,CORBEIL DENIS
EP-4210696-A1,CIRRINCIONE GIROLAMO
EP-4210696-A1,LORICO AURELIO
EP-4210696-A1,DIANA PATRIZIA
US-2023201296-A1,GOLLAHON LAUREN S
US-2023201296-A1,PUTNAM WILLIAM C
US-2023201296-A1,DUNCAN WILLIAM P
US-2023119819-A1,HICKS GARETH
US-2023119819-A1,BUNNETT NIGEL W
US-2023119819-A1,PORTER CHRISTOPHER JOHN
US-2023119819-A1,SHIRAI JUNYA
US-2023119819-A1,AURELIO LUIGI
US-2023119819-A1,COLE DEREK
US-2023119819-A1,HIRST GAVIN
US-2023092979-A1,SHAPOSHNIK ZORY
US-11607438-B2,GOLLAHON LAUREN S
US-11607438-B2,PUTNAM WILLIAM C
US-11607438-B2,DUNCAN WILLIAM P
WO-2023033506-A1,PARK SEUNG BUM
WO-2023033506-A1,CHO WAN SANG
WO-2023011668-A1,CEN SHAN
WO-2023011668-A1,ZHAO JIANYUAN
WO-2023011668-A1,YU LIYAN
WO-2023011668-A1,LIU WANCANG
WO-2023011668-A1,ZHANG TAO
WO-2023011668-A1,PANG XU
US-2022380801-A1,SCHINDLER CHRISTINA
US-2022380801-A1,VINALL LISA MARIE KITCHING
US-2022380801-A1,REES DAVID GARETH
US-2022380801-A1,TADDESE BRUCK
US-2022380801-A1,SIGURDARDOTTIR ANNA GUDNY
US-2022380801-A1,TIGUE NATALIE JO
US-2022380801-A1,DODD ROGER BRADLEY
US-2022380801-A1,BAMBER LISA
US-2022380801-A1,MURRAY THOMAS VINCENT
US-2022380801-A1,LEGG SANDRINE
US-11447483-B2,SHAPOSHNIK ZORY
EP-3999091-A1,SCHINDLER CHRISTINA
EP-3999091-A1,VINALL LISA MARIE KITCHING
EP-3999091-A1,REES DAVID GARETH
EP-3999091-A1,TADDESE BRUCK
EP-3999091-A1,SIGURDARDOTTIR ANNA GUDNY
EP-3999091-A1,TIGUE NATALIE JO
EP-3999091-A1,DODD ROGER BRADLEY
EP-3999091-A1,BAMBER LISA
EP-3999091-A1,MURRAY THOMAS VINCENT
EP-3999091-A1,LEGG SANDRINE
US-2022144849-A1,MORGENSTERN JAY PAUL
US-2022144849-A1,SHIGDEL UDDHAV KUMAR
US-2022144849-A1,TOWNSON SHARON ANN
US-2022144849-A1,BOWMAN BRIAN ROGER
US-2022144849-A1,STILES DYLAN TALBOT
US-2022144849-A1,ROBISON KEITH EARL
US-2022144849-A1,VERDINE GREGORY LAWRENCE
US-2022144849-A1,BLODGETT JOSHUA ALAN VAN DYKE
US-2022144849-A1,SOWA MATHEW EDWARD
US-2022143202-A1,NICHOLS M JAMES
US-2022143202-A1,TOWNSON SHARON ANN
US-2022143202-A1,BOWMAN BRIAN ROGER
US-2022143202-A1,STILES DYLAN TALBOT
US-2022143202-A1,VERDINE GREGORY LAWRENCE
US-2022143202-A1,ANTHONY NEVILLE JOHN
US-2022143202-A1,SOWA MATHEW EDWARD
US-11324832-B2,HICKS GARETH
US-11324832-B2,BUNNETT NIGEL W
US-11324832-B2,PORTER CHRISTOPHER JOHN
US-11324832-B2,SHIRAI JUNYA
US-11324832-B2,AURELIO LUIGI
US-11324832-B2,COLE DEREK
US-11324832-B2,HIRST GAVIN
WO-2022049562-A1,RAPPA GERMANA
WO-2022049562-A1,SANTOS MARK
WO-2022049562-A1,CORBEIL DENIS
WO-2022049562-A1,CIRRINCIONE GIROLAMO
WO-2022049562-A1,LORICO AURELIO
WO-2022049562-A1,DIANA PATRIZIA
US-2022031701-A1,OTT DAVID
US-2022031701-A1,BARBOUR JASON
US-2021353616-A1,SANTOS MARK F
US-2021353616-A1,LORICO AURELIO
US-2021353616-A1,RAPP GERMANA A
US-2021353616-A1,CORBEIL DENIS
US-11147815-B2,OTT DAVID
US-11147815-B2,BARBOUR JASON
US-2021315856-A1,DONG HANGING
US-2021315856-A1,HAMMAN BRAIN
US-2021315856-A1,NEKLESA TAAVI K
US-2021315856-A1,CREW ANDREW P
US-2021315856-A1,WANG JING
US-2021315856-A1,QIAN YIMIN
US-2021315856-A1,ZIMMERMANN KURT
US-2021251993-A1,OTT DAVID
US-2021251993-A1,BARBOUR JASON
EP-3864409-A1,SANTOS MARK F
EP-3864409-A1,RAPPA GERMANA
EP-3864409-A1,LORICO AURELIO
EP-3864409-A1,CORBEIL DENIS
US-11059830-B2,MORGENSTERN JAY PAUL
US-11059830-B2,SHIGDEL UDDHAV KUMAR
US-11059830-B2,TOWNSON SHARON ANN
US-11059830-B2,BOWMAN BRIAN ROGER
US-11059830-B2,STILES DYLAN TALBOT
US-11059830-B2,ROBISON KEITH EARL
US-11059830-B2,VERDINE GREGORY LAWRENCE
US-11059830-B2,BLODGETT JOSHUA ALAN VAN DYKE
US-11059830-B2,SOWA MATHEW EDWARD
US-2021052593-A1,SCHULERT GRANT
US-2021052593-A1,GROM ALEXEI
US-2021046168-A1,GALE JR MICHAEL J
WO-2021009692-A1,SCHINDLER CHRISTINA
WO-2021009692-A1,VINALL LISA MARIE KITCHING
WO-2021009692-A1,REES DAVID GARETH
WO-2021009692-A1,TADDESE BRUCK
WO-2021009692-A1,SIGURDARDOTTIR ANNA GUDNY
WO-2021009692-A1,TIGUE NATALIE JO
WO-2021009692-A1,DODD ROGER BRADLEY
WO-2021009692-A1,BAMBER LISA
WO-2021009692-A1,MURRAY THOMAS VINCENT
WO-2021009692-A1,LEGG SANDRINE
EP-3762416-A1,SCHULERT GRANT
EP-3762416-A1,GROM ALEXEI
EP-3757109-A1,NICHOLS MATTHEW JAMES
EP-3757109-A1,TOWNSON SHARON ANN
EP-3757109-A1,BOWMAN BRIAN ROGER
EP-3757109-A1,STILES DYLAN TALBOT
EP-3757109-A1,VERDINE GREGORY LAWRENCE
EP-3757109-A1,ANTHONY NEVILLE JOHN
EP-3757109-A1,SOWA MATHEW EDWARD
EP-3746088-A1,GALE MICHAEL J JR
US-2020347074-A1,MORGENSTERN JAY PAUL
US-2020347074-A1,SHIGDEL UDDHAV KUMAR
US-2020347074-A1,TOWNSON SHARON ANN
US-2020347074-A1,BOWMAN BRIAN ROGER
US-2020347074-A1,STILES DYLAN TALBOT
US-2020347074-A1,ROBISON KEITH EARL
US-2020347074-A1,VERDINE GREGORY LAWRENCE
US-2020347074-A1,BLODGETT JOSHUA ALAN VAN DYKE
US-2020347074-A1,SOWA MATHEW EDWARD
US-10702504-B2,BRADNER JAMES
US-10702504-B2,GECHIJIAN LARA
US-10702504-B2,BUCKLEY DENNIS
US-2020207753-A1,SHAPOSHNIK ZORY
US-2020197475-A1,GOLLAHON LAUREN S
US-2020197475-A1,PUTNAM WILLIAM C
US-2020197475-A1,DUNCAN WILLIAM P
US-2020199102-A1,MULVIHILL MARK JOSEPH
US-2020199102-A1,JIN MEIZHONG
EP-3618833-A1,SHAPOSHNIK ZORY
WO-2020041533-A1,OTT DAVID
WO-2020041533-A1,BARBOUR JASON
EP-3606492-A1,MULVIHILL MARK JOSEPH
EP-3606492-A1,JIN MEIZHONG
US-10533016-B2,MORGENSTERN JAY PAUL
US-10533016-B2,SHIGDEL UDDHAV KUMAR
US-10533016-B2,TOWNSON SHARON ANN
US-10533016-B2,BOWMAN BRIAN ROGER
US-10533016-B2,STILES DYLAN TALBOT
US-10533016-B2,ROBISON KEITH EARL
US-10533016-B2,VERDINE GREGORY LAWRENCE
US-10533016-B2,BLODGETT JOSHUA ALAN VAN DYKE
US-10533016-B2,SOWA MATHEW EDWARD
WO-2020003204-A1,SANTOS MARK F
WO-2020003204-A1,RAPPA GERMANA
WO-2020003204-A1,LORICO AURELIO
WO-2020003204-A1,CORBEIL DENIS
US-2019328829-A1,Jackson Isabel Lauren
US-2019328829-A1,MAHMOOD JAVED
US-2019328829-A1,VUJASKOVIC ZELJKO
US-2019328829-A1,KAYTOR MICHAEL
WO-2019173676-A1,SCHULERT GRANT
WO-2019173676-A1,GROM ALEXEI
WO-2019152884-A1,GALE MICHAEL
US-2019209535-A1,BRADNER JAMES
US-2019209535-A1,GECHIJIAN LARA
US-2019209535-A1,BUCKLEY DENNIS
EP-3489362-A1,LEEN ANN MARIE
EP-3489362-A1,VALDES JUAN FERNANDO VERA
EP-3489362-A1,SUKUMARAN SUJITA
EP-3474899-A1,BRADNER JAMES
EP-3474899-A1,GECHIJIAN LARA
EP-3474899-A1,BUCKLEY DENNIS
US-2019000981-A1,HICKS GARETH
US-2019000981-A1,BUNNETT NIGEL W
US-2019000981-A1,SHIRAI JUNYA
US-2019000981-A1,PORTER CHRISTOPHER J H
US-2019000981-A1,COLE DEREK
US-2019000981-A1,HIRST GAVIN
US-2018318434-A1,NICHOLS M JAMES
US-2018318434-A1,TOWNSON SHARON ANN
US-2018318434-A1,BOWMAN BRIAN ROGER
US-2018318434-A1,STILES DYLAN TALBOT
US-2018318434-A1,VERDINE GREGORY LAWRENCE
US-2018318434-A1,ANTHONY NEVILLE JOHN
US-2018318434-A1,SOWA MATHEW EDWARD
WO-2018204422-A1,SHAPOSHNIK ZORY
EP-3393519-A1,HICKS GARETH
EP-3393519-A1,BUNNETT NIGEL W
EP-3393519-A1,SHIRAI JUNYA
EP-3393519-A1,PORTER CHRISTOPHER J H
EP-3393519-A1,COLE DEREK
EP-3393519-A1,HIRST GAVIN
US-2018291013-A1,WAKIL SALIH J
US-2018291013-A1,KAMISUKI SHINJI
US-2018291013-A1,UESUGI MOTONARI
US-2018291013-A1,MAO QIAN
US-2018291013-A1,ABU-ELHEIGA LUTFI
US-2018291013-A1,WATANABE MIZUKI
US-2018291013-A1,KUGIMIYA AKIRA
WO-2018187401-A1,MULVIHILL MARK
WO-2018187401-A1,JIN MEIZHONG
US-2018273544-A1,MORGENSTERN JAY PAUL
US-2018273544-A1,SHIGDEL UDDHAV KUMAR
US-2018273544-A1,TOWNSON SHARON ANN
US-2018273544-A1,BOWMAN BRIAN ROGER
US-2018273544-A1,STILES DYLAN TALBOT
US-2018273544-A1,ROBISON KEITH EARL
US-2018273544-A1,VERDINE GREGORY LAWRENCE
US-2018273544-A1,BLODGETT JOSHUA ALAN VAN DYKE
US-2018273544-A1,SOWA MATHEW EDWARD
US-10039839-B2,NICHOLS MATTHEW JAMES
US-10039839-B2,TOWNSON SHARON ANN
US-10039839-B2,BOWMAN BRIAN ROGER
US-10039839-B2,STILES DYLAN TALBOT
US-10039839-B2,VERDINE GREGORY LAWRENCE
US-10039839-B2,ANTHONY NEVILLE JOHN
US-10039839-B2,SOWA MATHEW EDWARD
US-2018071289-A1,UESUGI MOTONARI
US-2018071289-A1,WAKIL SALIH J
US-2018071289-A1,WATANABE MIZUKI
US-2018071289-A1,ABU-ELHEIGA LUTFI
WO-2018023108-A1,DERETIC VOJO
WO-2018005618-A1,MAHMOOD JAVED
WO-2018005618-A1,VUJASKOVIC ZELJKO
WO-2018005618-A1,KAYTOR MICHAEL D
WO-2018005618-A1,Jackson Isabel Lauren
WO-2025195305-A1,SHI WANZHEN
WO-2025195305-A1,HUANG LILI
WO-2025195305-A1,WANG LUQUAN
WO-2025195306-A1,SHI WANZHEN
WO-2025195306-A1,HUANG LILI
WO-2025195306-A1,WANG LUQUAN
WO-2025151605-A9,SAHOO DIPANKAR
WO-2025151605-A9,ATOCHINA-VASSERMAN ELENA
WO-2025151605-A9,LU JUNCHENG
WO-2025151605-A9,PERCEC VIRGIL
WO-2025151605-A9,WEISSMAN DREW
WO-2025151605-A9,MAURYA DEVENDRA
EP-4612144-A1,CAZZAMALLI SAMUELE
EP-4612144-A1,MUELLER MARCO
EP-4612144-A1,NERI DARIO
EP-4612144-A1,BASSI GABRIELE
EP-4612144-A1,OEHLER SEBASTIAN
EP-4612144-A1,FAVALLI NICHOLAS
US-2025270258-A1,PEI DEHUA
US-12398172-B2,MIGLARESE MARK
US-12398172-B2,O'NEILL HEATHER
US-12398172-B2,MAYER GÜNTER
US-12398172-B2,SPETZLER DAVID
US-2025262229-A1,LIU KAIXIN
US-2025262229-A1,HOU YUANYUAN
US-2025262229-A1,BAI GANG
US-2025262229-A1,CHENG CHUANJING
WO-2025162868-A1,DOMINELLI SANDRA MICHAELA
WO-2025162868-A1,KÖNIG VICTOR
WO-2025162868-A1,CASINI ANGELA
